Item #,Description,Vendor Name,class,Full Case Qty
400021,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400022,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400023,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400024,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400025,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400026,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400027,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400028,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400029,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400030,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400031,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400032,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400033,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400034,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400035,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400036,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400041,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400042,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400043,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400044,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400045,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400046,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400047,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400048,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400050,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400051,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400057,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400070,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400071,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400074,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400075,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400091P,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400094P,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400096,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400097,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400098,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400099,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400100,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400101,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400102,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400103,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400104,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400119,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400120,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400121,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400122,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400123,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400124,BARD Viking Fixed Curve       Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400501,BARD Viking SoftTip Fixed     Curve Diagnostic EP Catheter  ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400502,BARD Viking SoftTip Fixed     Curve Diagnostic EP Catheter  ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400504,BARD Viking SoftTip Fixed     Curve Diagnostic EP Catheter  ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400505,BARD Viking SoftTip Fixed     Curve Diagnostic EP Catheter  ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400506,BARD Viking SoftTip Fixed     Curve Diagnostic EP Catheter  ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400507,BARD Viking SoftTip Fixed     Curve Diagnostic EP Catheter  ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400508,BARD Viking SoftTip Fixed     Curve Diagnostic EP Catheter  ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400509,BARD Viking SoftTip Fixed     Curve Diagnostic EP Catheter  ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400510,BARD Viking SoftTip Fixed     Curve Diagnostic EP Catheter  ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400511,BARD Viking SoftTip Fixed     Curve Diagnostic EP Catheter  ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400512,BARD Viking SoftTip Fixed     Curve Diagnostic EP Catheter  ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400541,BARD Tango Fixed Curve        Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400542,BARD Tango Fixed Curve        Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400544,BARD Tango Fixed Curve        Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400545,BARD Tango Fixed Curve        Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400546,BARD Tango Fixed Curve        Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400550,BARD Tango Fixed Curve        Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400551,BARD Tango Fixed Curve        Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400552,BARD Tango Fixed Curve        Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400553,BARD Tango Fixed Curve        Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400557,BARD Tango Fixed Curve        Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400570,BARD Tango Fixed Curve        Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400571,BARD Tango Fixed Curve        Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400574,BARD Tango Fixed Curve        Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
400575,BARD Tango Fixed Curve        Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
405119,BARD Viking SoftTip Fixed     Curve Diagnostic EP Catheter  ,Bard Electrophysiology                  ,EP Catheters & Cables,1
405120,BARD Viking SoftTip Fixed     Curve Diagnostic EP Catheter  ,Bard Electrophysiology                  ,EP Catheters & Cables,1
405121,BARD Viking SoftTip Fixed     Curve Diagnostic EP Catheter  ,Bard Electrophysiology                  ,EP Catheters & Cables,1
405122-BARD,BARD Tango Fixed Curve        Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
405123,BARD Tango Fixed Curve        Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
405124-BARD,BARD Tango Fixed Curve        Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
500201,BARD WovenFlexie Fixed Curve  Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
500202,BARD WovenFlexie Fixed Curve  Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
500203,BARD WovenFlexie Fixed Curve  Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
500204,BARD WovenFlexie Fixed Curve  Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
500205,BARD WovenFlexie Fixed Curve  Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
500207,BARD WovenFlexie Fixed Curve  Diagnostic EP Catheter        ,Bard Electrophysiology                  ,EP Catheters & Cables,1
560001A,SureLink Extension Cable      Gray 10-Pin                   ,Bard Electrophysiology                  ,EP Catheters & Cables,1
560001P,EP Connector Cable            10 Pin Surelink               ,Bard Electrophysiology                  ,EP Catheters & Cables,1
560002A,SureLink Extension Cable      Gray 4-Pin                    ,Bard Electrophysiology                  ,EP Catheters & Cables,1
560002BA,SureLink Extension Cable      Blue 4-Pin                    ,Bard Electrophysiology                  ,EP Catheters & Cables,1
560002BP,"EP Connector Cable            4-Pin Surelink, Blue          ",Bard Electrophysiology                  ,EP Catheters & Cables,1
560002P,"EP Connector Cable            4-Pin Surelink, Grey          ",Bard Electrophysiology                  ,EP Catheters & Cables,1
560002RA,SureLink Extension Cable      Red 4-Pin                     ,Bard Electrophysiology                  ,EP Catheters & Cables,1
560002RP,"EP Connector Cable            4-Pin Surelink, Red           ",Bard Electrophysiology                  ,EP Catheters & Cables,1
560002YA,SureLink Extension Cable      Yellow 4-Pin                  ,Bard Electrophysiology                  ,EP Catheters & Cables,1
